fr_school_id	maxpreps_url	games_count
la-new-orleans-edna-karr	https://www.maxpreps.com/la/new-orleans/edna-karr-cougars/football/schedule/	14
la-new-orleans-holy-cross	https://www.maxpreps.com/la/new-orleans/holy-cross-tigers/football/schedule/	14
la-new-orleans-saint-augustine	https://www.maxpreps.com/la/new-orleans/st-augustine-purple-knights/football/schedule/	15
la-opelousas-northwest	https://www.maxpreps.com/la/opelousas/northwest-raiders/football/schedule/	10
la-opelousas-westminster-christian-academy	https://www.maxpreps.com/la/opelousas/westminster-christian-academy-crusaders/football/schedule/	11
la-plaquemine-plaquemine	https://www.maxpreps.com/la/plaquemine/plaquemine-green-devils/football/schedule/	12
la-rosedale-north-iberville	https://www.maxpreps.com/la/rosedale/north-iberville-unknown/football/schedule/	12
la-ruston-ruston	https://www.maxpreps.com/la/ruston/ruston-bearcats/football/schedule/	12
la-saint-francisville-west-feliciana	https://www.maxpreps.com/la/st-francisville/west-feliciana-saints/football/schedule/	12
la-shreveport-calvary-baptist-academy	https://www.maxpreps.com/la/shreveport/calvary-baptist-academy-cavaliers/football/schedule/	14
la-shreveport-evangel-christian-academy	https://www.maxpreps.com/la/shreveport/evangel-christian-academy-eagles/football/schedule/	13
la-stonewall-north-desoto	https://www.maxpreps.com/la/stonewall/north-desoto-griffins/football/schedule/	12
la-winnsboro-franklin-parish	https://www.maxpreps.com/la/winnsboro/franklin-parish-patriots/football/schedule/	11
la-zachary-zachary	https://www.maxpreps.com/la/zachary/zachary-broncos/football/schedule/	15
ma-groton-lawrence-academy	https://www.maxpreps.com/ma/groton/lawrence-academy-spartans/football/schedule/	11
ma-marion-tabor-academy	https://www.maxpreps.com/ma/marion/tabor-academy-seawolves/football/schedule/	10
ma-milton-milton-academy	https://www.maxpreps.com/ma/milton/milton-academy-mustangs/football/schedule/	10
ma-reading-tabor-academy	https://www.maxpreps.com/ma/marion/tabor-academy-seawolves/football/schedule/	10
ma-springfield-springfield-central	https://www.maxpreps.com/ma/springfield/central-golden-eagles/football/schedule/	8
ma-west-roxbury-catholic-memorial	https://www.maxpreps.com/ma/west-roxbury/catholic-memorial-knights/football/schedule/	11
ma-westwood-xaverian-brothers	https://www.maxpreps.com/ma/westwood/xaverian-brothers-hawks/football/schedule/	12
md-aberdeen-aberdeen	https://www.maxpreps.com/md/aberdeen/aberdeen-eagles/football/schedule/	10
md-baltimore-saint-frances-academy	https://www.maxpreps.com/md/baltimore/st-frances-academy-panthers/football/schedule/	12
md-baltimore-saint-pauls-school	https://www.maxpreps.com/md/brooklandville/st-pauls-crusaders/football/schedule/	9
md-bel-air-bel-air	https://www.maxpreps.com/md/bel-air/bel-air-bobcats/football/schedule/	12
md-frederick-linganore	https://www.maxpreps.com/md/frederick/linganore-lancers/football/schedule/	9
md-gaithersburg-quince-orchard	https://www.maxpreps.com/md/gaithersburg/quince-orchard-cougars/football/schedule/	9
md-hyattsville-dematha-catholic	https://www.maxpreps.com/md/hyattsville/dematha-stags/football/schedule/	13
md-olney-our-lady-of-good-counsel	https://www.maxpreps.com/md/olney/our-lady-of-good-counsel-falcons/football/schedule/	12
